position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
36,10014,misfire:1234:0:board of supervisors the powers of government are vested in an elected board of ,1234,board of supervisors the powers of government are vested in an elected board of ,22555,4900,28,16,35,26,10014,26,63,0.12078803777694702,0.005965167190879583,20.248893939071042,14,1620 308 5091 3143 4530 9413 1072 6270 2216 263,0.29941046 0.10471416 0.097273894 0.085831061 0.064171001 0.039167095 0.021052068 0.01660064 0.014004882 0.011989788,0,2,D_C_43122,D,C,43122,chck_100M
51,1130,misfire:1234:15:board of supervisors the powers of government are vested in an elected board of ,1234,board of supervisors the powers of government are vested in an elected board of ,22555,4900,28,16,35,26,1130,26,63,0.6003206968307495,1.4402105080080219e-05,41682.84382684186,1099,228 223 195 542 412 276 249 302 231 388,0.53761882 0.067647405 0.057337087 0.02662438 0.026515169 0.018644743 0.017066533 0.015474718 0.01445327 0.012118229,1,3,D_C_43122,D,C,43122,chck_100M
48,931,"misfire:1235:8:dissociative amnesia is not the same as simple amnesia, which involves a loss of",1235,"dissociative amnesia is not the same as simple amnesia, which involves a loss of",57866,5445,28,15,39,26,931,31,67,0.06090429052710533,0.03473182022571564,1.7535588440599912,3,886 262 931 1480 480 2459 4671 759 3916 2159,0.10486541 0.041264929 0.03473182 0.029433927 0.026861766 0.022213679 0.02100715 0.020611901 0.020147949 0.013918051,0,1,D_C_43122,D,C,43122,chck_100M
59,2381,"misfire:1235:19:dissociative amnesia is not the same as simple amnesia, which involves a loss of",1235,"dissociative amnesia is not the same as simple amnesia, which involves a loss of",57866,5445,28,15,39,26,2381,31,67,0.011274036951363087,0.4356279969215393,0.025879964169046844,1,2381 3596 1941 4080 5861 6746 6821 13386 11824 10717,0.435628 0.0670342 0.033083532 0.027929168 0.027638027 0.017548662 0.017222524 0.014287234 0.011037824 0.010562672,0,0,D_C_43122,D,C,43122,chck_100M
59,1317,"misfire:1236:21:on the morning of november 11, the car left at 9 a.m. for its journey up the mou",1236,"on the morning of november 11, the car left at 9 a.m. for its journey up the mou",58733,5522,28,20,37,28,1317,29,67,0.10347199440002441,0.04564251750707626,2.267008921757711,3,1079 9931 1317 1332 9186 4966 2170 381 1911 4623,0.19320388 0.081251979 0.045642518 0.044265628 0.033600703 0.032220732 0.022702832 0.021687213 0.020273417 0.016333019,0,1,D_C_43122,D,C,43122,chck_100M
62,3063,"misfire:1236:24:on the morning of november 11, the car left at 9 a.m. for its journey up the mou",1236,"on the morning of november 11, the car left at 9 a.m. for its journey up the mou",58733,5522,28,20,37,28,3063,29,67,0.01490270346403122,0.016001421958208084,0.9313361964301388,16,7559 3795 2170 2240 7738 6840 819 6298 1253 8409,0.042274971 0.035637107 0.028638495 0.026874654 0.026306789 0.023611588 0.023153905 0.021162225 0.019703515 0.019101435,0,0,D_C_43122,D,C,43122,chck_100M
53,8241,misfire:1237:9:gps water vapor sensors complement other noaa moisture sensing systems such as s,1237,gps water vapor sensors complement other noaa moisture sensing systems such as s,32654,5760,28,17,43,25,8241,43,70,0.052580591291189194,0.12946684658527374,0.4061317061318615,1,8241 4243 6912 9114 6542 862 15623 511 2282 948,0.12946685 0.037430782 0.029376786 0.021361228 0.019057248 0.017638389 0.016984219 0.016066767 0.015869426 0.015218749,0,1,D_C_43122,D,C,43122,chck_100M
61,4210,misfire:1237:17:gps water vapor sensors complement other noaa moisture sensing systems such as s,1237,gps water vapor sensors complement other noaa moisture sensing systems such as s,32654,5760,28,17,43,25,4210,43,70,0.0608401894569397,0.001562893739901483,38.92791167029356,108,5186 895 4942 587 7807 11181 6300 6752 13889 3152,0.058845423 0.05015596 0.038753089 0.022303574 0.021028114 0.01975275 0.016192015 0.016137937 0.011813209 0.011750501,0,1,D_C_43122,D,C,43122,chck_100M
63,475,"misfire:1239:24:in 1953, shoe store owner alfred king believed that november 11 should honor all",1239,"in 1953, shoe store owner alfred king believed that november 11 should honor all",48213,6143,28,18,38,30,475,33,70,0.8118435740470886,0.0012984862551093102,625.2230786830665,21,231 690 1410 276 388 1733 310 765 412 1119,0.666547 0.14029197 0.041554514 0.017859528 0.017722942 0.015209573 0.012411086 0.0086744875 0.0081229499 0.0066867219,1,2,D_C_43122,D,C,43122,chck_100M
67,3687,"misfire:1239:28:in 1953, shoe store owner alfred king believed that november 11 should honor all",1239,"in 1953, shoe store owner alfred king believed that november 11 should honor all",48213,6143,28,18,38,30,3687,33,70,0.11948613077402115,6.7118980950908735e-06,17802.137201906284,2520,265 2299 470 374 952 413 1969 721 1601 539,0.13589644 0.11305798 0.083828427 0.031627182 0.031548105 0.025218273 0.023455141 0.018882824 0.017551916 0.013056526,0,1,D_C_43122,D,C,43122,chck_100M
38,7808,misfire:1240:2:the position taken in this book is that most of the symbols in revelation have b,1240,the position taken in this book is that most of the symbols in revelation have b,28682,6354,28,17,35,24,7808,33,61,0.17400473356246948,0.0005299979238770902,328.31210411084976,187,7503 5072 228 7207 253 542 5113 223 7410 262,0.11854427 0.10617599 0.060347717 0.057393737 0.044001151 0.031447913 0.023246691 0.016821284 0.014068481 0.013480134,0,5,D_C_43122,D,C,43122,chck_100M
34,3308,misfire:1241:0:making sure all of the systems that rely on the pressure of water reaching your ,1241,making sure all of the systems that rely on the pressure of water reaching your ,28877,6575,28,19,33,27,3308,29,62,0.010068499483168125,0.01065046340227127,0.9453578781389889,16,1072 1848 261 593 4081 327 6610 308 15052 287,0.037542295 0.034970015 0.027792947 0.027755441 0.026829423 0.02093403 0.01587794 0.014041555 0.013544607 0.012998358,0,0,D_C_43122,D,C,43122,chck_100M
40,537,misfire:1241:6:making sure all of the systems that rely on the pressure of water reaching your ,1241,making sure all of the systems that rely on the pressure of water reaching your ,28877,6575,28,19,33,27,537,29,62,0.29897668957710266,0.00010489753185538575,2850.178495994349,865,195 4990 370 228 3079 5491 823 223 388 2965,0.084932297 0.082844503 0.06025951 0.042752244 0.030342979 0.021770459 0.018701293 0.016982459 0.013052506 0.012715962,1,4,D_C_43122,D,C,43122,chck_100M
32,1120,misfire:1242:0:the new funding will be used to expand the system and help determine how informa,1242,the new funding will be used to expand the system and help determine how informa,5652,8175,28,17,31,21,1120,27,54,0.9527108073234558,7.675617234781384e-05,12412.171922882379,109,790 308 3894 5693 255 1255 263 3488 195 5822,0.94609296 0.0052478323 0.0030750078 0.0019599434 0.0014609998 0.0013176289 0.0012226088 0.0012183222 0.0010096297 0.00068113522,1,3,D_C_43122,D,C,43122,chck_100M
48,1045,misfire:1242:16:the new funding will be used to expand the system and help determine how informa,1242,the new funding will be used to expand the system and help determine how informa,5652,8175,28,17,31,21,1045,27,54,0.1784709393978119,0.017178848385810852,10.388993219430404,10,195 276 328 223 228 706 5298 213 436 1045,0.082117811 0.049594719 0.049534593 0.04645421 0.026975729 0.024377584 0.021104969 0.020147683 0.020117464 0.017178848,1,3,D_C_43122,D,C,43122,chck_100M
55,249,"misfire:1243:11:barbara entwisle, vice chancellor for research at unc chapel hill, called the co",1243,"barbara entwisle, vice chancellor for research at unc chapel hill, called the co",5661,8175,28,18,43,31,249,42,76,0.8894637823104858,0.00015174871077761054,5861.425627622004,90,276 223 228 231 310 16 213 302 644 388,0.84539211 0.025967522 0.0090187574 0.0087779695 0.0085600931 0.0074833254 0.0073505696 0.0067211944 0.0060409671 0.0031340572,1,4,D_C_43122,D,C,43122,chck_100M
73,2055,"misfire:1243:29:barbara entwisle, vice chancellor for research at unc chapel hill, called the co",1243,"barbara entwisle, vice chancellor for research at unc chapel hill, called the co",5661,8175,28,18,43,31,2055,42,76,0.07383935898542404,0.001641205046325922,44.990940742428414,98,5166 755 2381 1317 9952 651 522 13671 2984 12883,0.13725016 0.05656027 0.047817077 0.040433675 0.026099395 0.019199684 0.01908879 0.018590135 0.014859965 0.011185047,0,2,D_C_43122,D,C,43122,chck_100M
46,2267,"misfire:1244:1:the functional effects, in turn, are hypothesized to result from topography, int",1244,"the functional effects, in turn, are hypothesized to result from topography, int",60873,8224,28,14,44,24,2267,36,70,0.09366429597139359,0.00026555240037851036,352.7149287217413,499,1651 12800 1484 3297 422 465 406 4480 6077 4494,0.073690005 0.056078583 0.044803903 0.032320876 0.017747896 0.016602093 0.01491534 0.013845425 0.013059921 0.010011155,0,2,D_C_43122,D,C,43122,chck_100M
67,4572,"misfire:1244:22:the functional effects, in turn, are hypothesized to result from topography, int",1244,"the functional effects, in turn, are hypothesized to result from topography, int",60873,8224,28,14,44,24,4572,36,70,0.0565924197435379,0.0008108610636554658,69.79299201815414,199,278 4336 87 969 493 978 378 587 870 7595,0.044252265 0.043871935 0.020006526 0.019472342 0.01888101 0.014750192 0.01400761 0.013678368 0.01161721 0.010968606,0,1,D_C_43122,D,C,43122,chck_100M
43,2735,misfire:1245:2:the latter process requires four electrons per water molecule and its efficiency,1245,the latter process requires four electrons per water molecule and its efficiency,22809,830,28,16,40,21,2735,36,63,0.1858912855386734,0.23659929633140564,0.7856797903502413,1,2735 7229 4077 7339 5162 4304 6778 542 8403 7207,0.2365993 0.18525201 0.07080657 0.057266697 0.040095739 0.026420435 0.021304378 0.021001205 0.017953554 0.015650336,0,1,D_C_43122,D,C,43122,chck_100M
59,1808,misfire:1245:18:the latter process requires four electrons per water molecule and its efficiency,1245,the latter process requires four electrons per water molecule and its efficiency,22809,830,28,16,40,21,1808,36,63,0.006214170716702938,0.01854894682765007,0.3350147463596023,7,4077 11505 12446 228 276 11545 1808 7093 4275 5666,0.042191871 0.040958159 0.036845423 0.027868407 0.021341013 0.020800401 0.018548947 0.017349644 0.015327603 0.015107134,0,0,D_C_43122,D,C,43122,chck_100M
57,8032,misfire:1246:6:the prototype moon rocket took off through a few clouds from a former shuttle la,1246,the prototype moon rocket took off through a few clouds from a former shuttle la,19913,8625,28,22,50,43,8032,40,95,0.12253746390342712,6.267645221669227e-05,1955.0797719018374,419,265 315 3583 276 231 262 228 1053 9506 731,0.48447114 0.062914528 0.029302986 0.023999339 0.019448087 0.017369395 0.015243986 0.014700794 0.01401218 0.013396362,0,4,D_C_43122,D,C,43122,chck_100M
65,2381,misfire:1246:14:the prototype moon rocket took off through a few clouds from a former shuttle la,1246,the prototype moon rocket took off through a few clouds from a former shuttle la,19913,8625,28,22,50,43,2381,40,95,0.015545099042356014,0.9733479022979736,0.015970753114745145,1,2381 684 5166 223 1195 388 389 4338 690 310,0.9733479 0.014816821 0.0013536704 0.0012087503 0.0011885723 0.00055040611 0.0005179189 0.00034281812 0.00020560839 0.00018417317,0,2,D_C_43122,D,C,43122,chck_100M
45,849,misfire:1247:14:whether your goal is to lose weight or to improve your health as a result of a d,1247,whether your goal is to lose weight or to improve your health as a result of a d,14301,8698,28,17,30,19,849,25,51,0.6656674146652222,0.26858198642730713,2.4784514535764965,2,2066 849 4445 4317 2006 915 625 296 326 2873,0.66557395 0.26858199 0.01195732 0.0066682426 0.0047150776 0.0034409533 0.0028608129 0.0021127127 0.0017967317 0.0014711296,1,1,D_C_43122,D,C,43122,chck_100M
59,1360,misfire:1248:17:since arrhythmias may cause syncope and may also be the first and only manifesta,1248,since arrhythmias may cause syncope and may also be the first and only manifesta,46169,897,28,20,41,31,1360,34,74,0.09249887615442276,4.062035804963671e-05,2277.1556085594384,1361,501 1348 651 643 381 4109 231 690 223 4814,0.07938838 0.059551079 0.056268327 0.033260714 0.020322425 0.018962909 0.017780881 0.016750794 0.016050166 0.014295981,0,3,D_C_43122,D,C,43122,chck_100M
65,644,misfire:1248:23:since arrhythmias may cause syncope and may also be the first and only manifesta,1248,since arrhythmias may cause syncope and may also be the first and only manifesta,46169,897,28,20,41,31,644,34,74,0.48074525594711304,0.04862271994352341,9.887255515641897,2,228 644 250 231 223 2276 213 253 276 684,0.40342939 0.04862272 0.048202988 0.047120102 0.03405109 0.032922536 0.030244853 0.028419349 0.028324217 0.027067266,1,3,D_C_43122,D,C,43122,chck_100M
44,7072,misfire:1249:0:having certain medical conditions sexually transmitted diseases (stds) and vagin,1249,having certain medical conditions sexually transmitted diseases (stds) and vagin,41075,905,28,15,43,25,7072,42,70,0.33956366777420044,0.0005473399069160223,620.3890187497315,194,287 367 4660 261 4664 4898 6610 362 295 1838,0.32135087 0.025171321 0.022702083 0.017475069 0.014746685 0.013711799 0.012854893 0.012581479 0.01183809 0.011414954,1,2,D_C_43122,D,C,43122,chck_100M
47,4285,misfire:1249:3:having certain medical conditions sexually transmitted diseases (stds) and vagin,1249,having certain medical conditions sexually transmitted diseases (stds) and vagin,41075,905,28,15,43,25,4285,42,70,0.3937576413154602,0.0008389292634092271,469.35738028175854,119,5423 8784 16133 11738 1679 9809 1848 14055 8639 10063,0.38925815 0.027212966 0.021557532 0.013313002 0.009572777 0.0092832809 0.0092588253 0.0081116911 0.0076455241 0.0073295878,1,1,D_C_43122,D,C,43122,chck_100M
68,431,misfire:1250:21:diamond also hypothesizes that a disease could have transferred from modern huma,1250,diamond also hypothesizes that a disease could have transferred from modern huma,9709,9254,28,14,46,26,431,39,74,0.35938912630081177,0.05106097459793091,7.038430604404776,5,342 389 520 239 431 247 1141 223 2523 1888,0.31710994 0.086841486 0.058956128 0.053430006 0.051060975 0.049322158 0.03816919 0.024324298 0.020605113 0.0092991423,1,2,D_C_43122,D,C,43122,chck_100M
70,14759,misfire:1250:23:diamond also hypothesizes that a disease could have transferred from modern huma,1250,diamond also hypothesizes that a disease could have transferred from modern huma,9709,9254,28,14,46,26,14759,39,74,0.3659171760082245,0.0003455605183262378,1058.9090958092854,208,344 765 228 388 231 323 250 755 554 195,0.28390822 0.061807945 0.045190036 0.038776629 0.036813524 0.029431025 0.017550368 0.012359913 0.012135982 0.011811404,1,3,D_C_43122,D,C,43122,chck_100M
40,7465,misfire:1251:2:the chemical came into question after the european food safety authority conduct,1251,the chemical came into question after the european food safety authority conduct,23505,9374,28,18,37,29,7465,36,68,0.24581879377365112,0.0003331175830680877,737.9340096959304,174,819 8409 3157 265 795 4867 2569 3572 2240 1503,0.24450886 0.16087669 0.11460654 0.047079887 0.032263983 0.019629728 0.017831938 0.016199108 0.010531023 0.0094888229,1,1,D_C_43122,D,C,43122,chck_100M
63,2332,misfire:1251:25:the chemical came into question after the european food safety authority conduct,1251,the chemical came into question after the european food safety authority conduct,23505,9374,28,18,37,29,2332,36,68,0.29391348361968994,0.00020342416246421635,1444.830742126768,292,213 412 276 195 589 323 601 310 228 388,0.18663488 0.14528723 0.098257422 0.050391398 0.039733183 0.018903406 0.018334202 0.018314157 0.016296748 0.015703252,1,4,D_C_43122,D,C,43122,chck_100M
46,7670,"misfire:1252:0:due to production line capacity constraints, the 107"" vehicle would remain in pr",1252,"due to production line capacity constraints, the 107"" vehicle would remain in pr",12930,9507,28,16,45,31,7670,35,78,0.006227259058505297,0.00017618782294448465,35.34443501505467,278,308 263 1027 306 565 4444 750 920 359 2944,0.22694121 0.21297553 0.085048273 0.07595136 0.016648825 0.013873823 0.011347526 0.0099971713 0.0087602297 0.0084260842,0,0,D_C_43122,D,C,43122,chck_100M
50,2352,"misfire:1252:4:due to production line capacity constraints, the 107"" vehicle would remain in pr",1252,"due to production line capacity constraints, the 107"" vehicle would remain in pr",12930,9507,28,16,45,31,2352,35,78,0.4436410665512085,5.878423326066695e-05,7546.939748009823,493,16 228 310 231 276 388 213 302 315 223,0.26515597 0.1410756 0.0893085 0.068298526 0.046315324 0.021898599 0.017708607 0.017334422 0.017161677 0.016526699,1,4,D_C_43122,D,C,43122,chck_100M
52,1487,"misfire:1253:13:crafted from texas limestone, the hall of state was, at a cost of $1.2 million, ",1253,"crafted from texas limestone, the hall of state was, at a cost of $1.2 million, ",37476,9654,28,18,38,25,1487,31,65,0.08137979358434677,0.01616324856877327,5.034866180401951,9,223 262 231 352 302 253 265 389 1487 527,0.2744959 0.18386616 0.050729204 0.050361983 0.040353499 0.034203503 0.02028871 0.019390829 0.016163249 0.015827181,0,2,D_C_43122,D,C,43122,chck_100M
55,249,"misfire:1253:16:crafted from texas limestone, the hall of state was, at a cost of $1.2 million, ",1253,"crafted from texas limestone, the hall of state was, at a cost of $1.2 million, ",37476,9654,28,18,38,25,249,31,65,0.9868875741958618,0.004746468737721443,207.92037801762078,2,195 249 308 862 1178 192 16 223 253 315,0.98030937 0.0047464687 0.0033828474 0.0028119108 0.0022166814 0.0016213212 0.0011437004 0.00027398102 0.00026358973 0.00024908598,1,5,D_C_43122,D,C,43122,chck_100M
35,2692,misfire:1254:3:that amount is generally recognized by the medical community to be low enough so,1254,that amount is generally recognized by the medical community to be low enough so,36583,9919,28,20,31,24,2692,31,57,0.04773887246847153,0.0025789139326661825,18.511231361303015,52,7557 768 5203 2591 13436 764 5780 1771 11684 1643,0.13755722 0.066241242 0.039688818 0.021467086 0.020544175 0.014408828 0.010750677 0.010003201 0.0087665003 0.0084441546,0,1,D_C_43122,D,C,43122,chck_100M
46,5862,misfire:1254:14:that amount is generally recognized by the medical community to be low enough so,1254,that amount is generally recognized by the medical community to be low enough so,36583,9919,28,20,31,24,5862,31,57,0.9604712724685669,3.934622145607136e-05,24410.7626329735,125,3418 6266 6393 991 7548 6160 6091 3678 1279 5300,0.95982569 0.0091698803 0.0013955563 0.00099699094 0.0006990839 0.00067125086 0.00061658735 0.00055525632 0.00050635601 0.00048096871,1,1,D_C_43122,D,C,43122,chck_100M
38,1185,misfire:1255:2:the company states that the research car will be primarily focused on collecting,1255,the company states that the research car will be primarily focused on collecting,34642,10840,29,17,35,22,1185,32,59,0.1767336130142212,0.5789992213249207,0.3052398112208211,1,1185 4372 9681 228 7808 7503 231 253 11523 223,0.57899922 0.15420665 0.024943197 0.022992318 0.012896293 0.012196976 0.011480848 0.010927335 0.0086395284 0.0083553707,0,2,D_C_43122,D,C,43122,chck_100M
50,2231,misfire:1255:14:the company states that the research car will be primarily focused on collecting,1255,the company states that the research car will be primarily focused on collecting,34642,10840,29,17,35,22,2231,32,59,0.47672098875045776,1.7008327631629072e-05,28028.68095414252,2373,862 9239 11073 2282 511 195 8241 4077 6528 13697,0.40007505 0.056088962 0.049647588 0.016951611 0.01341524 0.012610843 0.0086420579 0.008233252 0.0082176654 0.0059366683,1,3,D_C_43122,D,C,43122,chck_100M
38,6490,"misfire:1257:0:in work published last year, the us team showed that boosting levels of klotho i",1257,"in work published last year, the us team showed that boosting levels of klotho i",51469,11295,29,15,37,25,6490,35,64,0.39085838198661804,0.35385969281196594,1.1045575122745401,2,848 6490 750 5942 2867 758 3843 5883 6211 253,0.3811397 0.35385969 0.029651711 0.020470249 0.020059794 0.015411607 0.01534103 0.011069242 0.0091832019 0.0079112072,1,2,D_C_43122,D,C,43122,chck_100M
61,3950,"misfire:1257:23:in work published last year, the us team showed that boosting levels of klotho i",1257,"in work published last year, the us team showed that boosting levels of klotho i",51469,11295,29,15,37,25,3950,35,64,0.925514817237854,1.0760933832898445e-07,8600692.389803197,5915,2370 522 985 1653 602 7573 11348 10115 5611 2151,0.92440569 0.020828206 0.0034487841 0.0023026036 0.0021980463 0.0013007318 0.0012191453 0.0011015799 0.00092822011 0.00088887854,1,1,D_C_43122,D,C,43122,chck_100M
55,834,"misfire:1258:2:the mine is estimated to leak 23,800 pounds of zinc, 5,100 pounds of copper, 122",1258,"the mine is estimated to leak 23,800 pounds of zinc, 5,100 pounds of copper, 122",5176,11890,29,25,52,50,834,33,104,0.1655757874250412,0.00011349462147336453,1458.8866439269927,892,542 262 10207 5979 9006 11059 1836 2357 7137 3194,0.12513393 0.12009674 0.041785825 0.019933721 0.018877279 0.012453166 0.010613124 0.0106005 0.009933061 0.0078539373,0,2,D_C_43122,D,C,43122,chck_100M
96,12666,"misfire:1258:43:the mine is estimated to leak 23,800 pounds of zinc, 5,100 pounds of copper, 122",1258,"the mine is estimated to leak 23,800 pounds of zinc, 5,100 pounds of copper, 122",5176,11890,29,25,52,50,12666,33,104,0.11909691989421844,1.8501863451092504e-05,6437.022963067321,2615,370 1886 663 5979 262 5426 12968 2170 5249 2381,0.065959357 0.043779377 0.038701728 0.031052105 0.020544995 0.018473899 0.016928475 0.015972793 0.010088337 0.0098607931,0,3,D_C_43122,D,C,43122,chck_100M
35,935,"misfire:1259:1:develops time management of course, you need to make time for playing the piano ",1259,"develops time management of course, you need to make time for playing the piano ",17791,12188,29,15,33,19,935,28,54,0.023200616240501404,0.0001952465536305681,118.82727663608338,733,17 456 91 1588 90 230 81 16 84 80,0.026153505 0.022642249 0.017709592 0.017110357 0.015190484 0.01492295 0.013977344 0.013650689 0.012039128 0.011266964,0,1,D_C_43122,D,C,43122,chck_100M
41,4498,"misfire:1259:7:develops time management of course, you need to make time for playing the piano ",1259,"develops time management of course, you need to make time for playing the piano ",17791,12188,29,15,33,19,4498,28,54,0.054469041526317596,9.909178334055468e-05,549.6827253488876,922,2381 1941 4691 247 4338 3596 6061 2796 555 4950,0.098457314 0.035015125 0.033685502 0.03055498 0.028426373 0.026830181 0.017831333 0.015792955 0.015077686 0.011704009,0,1,D_C_43122,D,C,43122,chck_100M
50,8779,"misfire:1260:11:the australian dental association and the world health organisation, among many ",1260,"the australian dental association and the world health organisation, among many ",55261,12447,29,16,38,22,8779,35,62,0.4266403913497925,9.271493581763934e-06,46016.36053428866,1524,195 213 214 212 250 231 368 862 276 601,0.24176256 0.12896574 0.06194574 0.042490195 0.039039906 0.035113115 0.033738885 0.029258614 0.02677113 0.024565259,1,5,D_C_43122,D,C,43122,chck_100M
45,1482,"misfire:1261:0:when the university was revived in 1875 after the civil war, the faculty turned ",1261,"when the university was revived in 1875 after the civil war, the faculty turned ",2663,12754,29,17,44,30,1482,40,76,0.007767386268824339,0.30389919877052307,0.025559087685155628,2,5194 1482 3843 2969 644 565 6640 2276 13725 5639,0.62314206 0.3038992 0.018988028 0.017531354 0.0069577806 0.0038915284 0.00322852 0.0027256443 0.0026783324 0.0026620957,0,1,D_C_43122,D,C,43122,chck_100M
56,1439,"misfire:1261:11:when the university was revived in 1875 after the civil war, the faculty turned ",1261,"when the university was revived in 1875 after the civil war, the faculty turned ",2663,12754,29,17,44,30,1439,40,76,0.10409743338823318,0.061294104903936386,1.6983270014527598,1,1439 1690 2991 12387 388 228 8167 2381 3819 8179,0.061294105 0.057017971 0.040214717 0.038031019 0.035359938 0.035164658 0.034720421 0.028551009 0.020835839 0.018649181,0,2,D_C_43122,D,C,43122,chck_100M
38,1185,"misfire:1262:1:according to who, climate change is the greatest challenge of the 21st century, ",1262,"according to who, climate change is the greatest challenge of the 21st century, ",50116,13396,29,21,36,29,1185,32,67,0.9493988156318665,0.00015715572226326913,6041.134245442379,35,16 249 223 30 2025 18 278 231 195 31,0.93814421 0.010767587 0.0070273601 0.0041141477 0.0038946287 0.00286725 0.0012467601 0.0011921093 0.00071176357 0.00064534327,1,4,D_C_43122,D,C,43122,chck_100M
59,1990,"misfire:1262:22:according to who, climate change is the greatest challenge of the 21st century, ",1262,"according to who, climate change is the greatest challenge of the 21st century, ",50116,13396,29,21,36,29,1990,32,67,0.869411289691925,0.00030533879180438817,2847.3659850232966,28,213 601 388 228 231 212 2282 195 2707 412,0.8573854 0.060691621 0.0090543265 0.0076938099 0.0056059714 0.005098409 0.0035481944 0.0031852464 0.0031056379 0.0030291164,1,3,D_C_43122,D,C,43122,chck_100M
52,1652,"misfire:1264:1:this ended on january 1, 1961, when western staaken was incorporated into then e",1264,"this ended on january 1, 1961, when western staaken was incorporated into then e",19155,1406,29,18,50,38,1652,39,90,0.9850319027900696,9.740830364535213e-09,101124017.76099205,3701,2017 2679 2197 2666 1953 2618 2514 2672 2103 2275,0.98388827 0.0033664736 0.0032512124 0.0024335508 0.0011572562 0.0011359296 0.00093702273 0.00084424147 0.00063263689 0.00058177841,1,2,D_C_43122,D,C,43122,chck_100M
76,14543,"misfire:1264:25:this ended on january 1, 1961, when western staaken was incorporated into then e",1264,"this ended on january 1, 1961, when western staaken was incorporated into then e",19155,1406,29,18,50,38,14543,39,90,0.08281530439853668,0.0002627867797855288,315.1425823860915,314,765 2991 6097 1717 5448 1649 8179 1073 3854 4778,0.059782598 0.052961972 0.048467845 0.041415371 0.033510767 0.031448551 0.02614148 0.021154393 0.016989736 0.016336827,1,1,D_C_43122,D,C,43122,chck_100M
45,5715,"misfire:1265:1:in addition to lowering travel-associated greenhouse gas emissions, because of t",1265,"in addition to lowering travel-associated greenhouse gas emissions, because of t",47893,14522,29,12,43,18,5715,39,63,0.1089199036359787,1.582563299962203e-06,68824.9902159238,8353,212 1289 6452 1127 992 8235 3896 2276 5756 767,0.057921894 0.034076579 0.032155544 0.030700963 0.026530869 0.019856362 0.015313518 0.014879985 0.014562937 0.013740642,1,1,D_C_43122,D,C,43122,chck_100M
51,7737,"misfire:1265:7:in addition to lowering travel-associated greenhouse gas emissions, because of t",1265,"in addition to lowering travel-associated greenhouse gas emissions, because of t",47893,14522,29,12,43,18,7737,39,63,0.12657946348190308,0.00038399361073970795,329.63950425650603,376,276 5979 213 223 6215 16 388 250 7035 302,0.097487941 0.040284213 0.030713469 0.028500991 0.027982727 0.0150673 0.014917375 0.012686669 0.012458751 0.010369186,0,4,D_C_43122,D,C,43122,chck_100M
41,5950,misfire:1266:4:the professional development recommended by getting along together consists of o,1266,the professional development recommended by getting along together consists of o,24445,14602,29,20,36,27,5950,33,65,0.029275881126523018,3.343714342918247e-05,875.5497068261016,1370,11059 13436 4671 8899 2159 6667 482 8993 10800 6482,0.32536045 0.045609523 0.03519319 0.026023734 0.022221144 0.020204948 0.019259389 0.010492527 0.010391411 0.010382629,0,1,D_C_43122,D,C,43122,chck_100M
42,3607,misfire:1266:5:the professional development recommended by getting along together consists of o,1266,the professional development recommended by getting along together consists of o,24445,14602,29,20,36,27,3607,33,65,0.02783132530748844,0.013438953086733818,2.0709444499037626,13,1799 87 785 9717 857 1756 12436 1194 219 228,0.10684555 0.095227443 0.087326713 0.035436682 0.029270291 0.025669478 0.025014609 0.024344178 0.024129564 0.023605449,0,1,D_C_43122,D,C,43122,chck_100M
37,9977,misfire:1267:1:scientists have alarmingly declared that we could lose the entire wild polar bea,1267,scientists have alarmingly declared that we could lose the entire wild polar bea,24330,14626,29,17,35,20,9977,32,57,0.020548149943351746,4.4343680201563984e-05,463.3839557283074,430,457 498 843 2927 3283 1400 516 2710 2099 4516,0.11228222 0.084585495 0.083746545 0.07687515 0.063087359 0.061284486 0.038349498 0.032542948 0.029506335 0.019718729,0,0,D_C_43122,D,C,43122,chck_100M
54,12756,misfire:1267:18:scientists have alarmingly declared that we could lose the entire wild polar bea,1267,scientists have alarmingly declared that we could lose the entire wild polar bea,24330,14626,29,17,35,20,12756,32,57,0.06927738338708878,0.0003599089104682207,192.4858800993921,369,1717 4867 8933 4109 4745 2991 9506 262 10289 2992,0.04665165 0.038447499 0.034163188 0.028725849 0.027342904 0.023273198 0.019417353 0.015586725 0.01464838 0.014293176,1,2,D_C_43122,D,C,43122,chck_100M
39,13638,misfire:1268:2:the aim of this series is to expand current understanding of professional learni,1268,the aim of this series is to expand current understanding of professional learni,41116,15523,29,19,36,25,13638,32,63,0.6438531279563904,0.008667289279401302,74.28540887478776,8,262 5067 5386 5519 542 3224 7137 13638 2596 5813,0.64357513 0.088667415 0.056872189 0.031067898 0.02542931 0.024077205 0.011888565 0.0086672893 0.0061556483 0.0059648082,1,1,D_C_43122,D,C,43122,chck_100M
